Store,Days,Date, Weekly_Sales ,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,
15,"24, Sep, 10","Friday, 24 September 2010"," $548,542 ",0,62.53,2.837,132.7619333,8.099,
16,"24, Sep, 10","Friday, 24 September 2010"," $511,330 ",0,58.19,2.793,190.5713264,6.868,
17,"24, Sep, 10","Friday, 24 September 2010"," $852,876 ",0,58.39,2.872,126.1900333,6.697,
18,"24, Sep, 10","Friday, 24 September 2010"," $950,863 ",0,64.82,2.718,132.7619333,9.342,
19,"24, Sep, 10","Friday, 24 September 2010"," $1,318,344 ",0,63.43,2.837,132.7619333,8.099,
20,"24, Sep, 10","Friday, 24 September 2010"," $1,789,688 ",0,69.37,2.713,204.8182126,7.527,
21,"24, Sep, 10","Friday, 24 September 2010"," $671,688 ",0,80.79,2.624,211.2552578,8.099,
22,"24, Sep, 10","Friday, 24 September 2010"," $902,779 ",0,65.14,2.718,136.6317821,8.433,
23,"24, Sep, 10","Friday, 24 September 2010"," $1,099,056 ",0,57.75,2.718,132.7619333,5.326,
24,"24, Sep, 10","Friday, 24 September 2010"," $1,169,413 ",0,64.3,2.837,132.7619333,8.117,
25,"24, Sep, 10","Friday, 24 September 2010"," $607,819 ",0,65.06,2.713,204.8182126,7.527,
26,"24, Sep, 10","Friday, 24 September 2010"," $868,636 ",0,52.47,2.718,132.7619333,8.445,
27,"24, Sep, 10","Friday, 24 September 2010"," $1,597,003 ",0,67.08,2.837,136.6317821,7.982,
28,"24, Sep, 10","Friday, 24 September 2010"," $1,111,797 ",0,81.77,2.939,126.1900333,14.18,
29,"24, Sep, 10","Friday, 24 September 2010"," $465,338 ",0,65.14,2.718,132.7619333,10.409,
30,"24, Sep, 10","Friday, 24 September 2010"," $448,392 ",0,80.79,2.624,211.2552578,8.099,
31,"24, Sep, 10","Friday, 24 September 2010"," $1,230,250 ",0,80.79,2.624,211.2552578,8.099,
32,"24, Sep, 10","Friday, 24 September 2010"," $1,067,432 ",0,64.19,2.793,190.5713264,9.017,
33,"24, Sep, 10","Friday, 24 September 2010"," $231,977 ",0,91.18,2.939,126.1900333,9.495,
34,"24, Sep, 10","Friday, 24 September 2010"," $867,539 ",0,69.78,2.642,126.1900333,9.816,
35,"24, Sep, 10","Friday, 24 September 2010"," $758,070 ",0,67.08,2.713,136.6317821,8.861,
36,"24, Sep, 10","Friday, 24 September 2010"," $419,349 ",0,79.17,2.578,210.3664469,8.36,
37,"24, Sep, 10","Friday, 24 September 2010"," $494,265 ",0,79.17,2.624,210.3664469,8.36,
38,"24, Sep, 10","Friday, 24 September 2010"," $330,605 ",0,81.77,2.939,126.1900333,14.18,
39,"24, Sep, 10","Friday, 24 September 2010"," $1,199,450 ",0,78.5,2.624,210.3664469,8.36,
40,"24, Sep, 10","Friday, 24 September 2010"," $844,373 ",0,55.63,2.718,132.7619333,5.326,
41,"24, Sep, 10","Friday, 24 September 2010"," $1,110,942 ",0,60.11,2.793,190.5713264,7.335,
42,"24, Sep, 10","Friday, 24 September 2010"," $492,263 ",0,85.75,2.939,126.1900333,9.199,
43,"24, Sep, 10","Friday, 24 September 2010"," $650,264 ",0,77.42,2.624,203.5216786,9.816,
44,"24, Sep, 10","Friday, 24 September 2010"," $281,314 ",0,68.22,2.872,126.1900333,7.804,
45,"24, Sep, 10","Friday, 24 September 2010"," $678,229 ",0,68.59,2.713,182.6696737,8.743,
1,"17, Sep, 10","Friday, 17 September 2010"," $1,430,379 ",0,82.11,2.582,211.5224596,7.787,
2,"17, Sep, 10","Friday, 17 September 2010"," $1,793,904 ",0,82.05,2.582,211.1806415,8.099,
3,"17, Sep, 10","Friday, 17 September 2010"," $363,065 ",0,82.36,2.582,214.8322484,7.346,
4,"17, Sep, 10","Friday, 17 September 2010"," $1,899,960 ",0,64.91,2.594,126.1454667,7.372,
5,"17, Sep, 10","Friday, 17 September 2010"," $282,559 ",0,82.28,2.582,212.0769346,6.496,
6,"17, Sep, 10","Friday, 17 September 2010"," $1,308,538 ",0,81.78,2.582,213.0398643,6.973,
7,"17, Sep, 10","Friday, 17 September 2010"," $489,409 ",0,48.56,2.8,190.4688287,9.017,
8,"17, Sep, 10","Friday, 17 September 2010"," $836,708 ",0,75.32,2.582,214.8785562,6.315,
9,"17, Sep, 10","Friday, 17 September 2010"," $463,449 ",0,81.19,2.582,215.0615285,6.442,
10,"17, Sep, 10","Friday, 17 September 2010"," $1,716,756 ",0,85.52,3.028,126.1454667,9.199,
11,"17, Sep, 10","Friday, 17 September 2010"," $1,215,676 ",0,83.04,2.582,214.8322484,7.346,
12,"17, Sep, 10","Friday, 17 September 2010"," $852,883 ",0,82.45,3.028,126.1454667,14.18,
13,"17, Sep, 10","Friday, 17 September 2010"," $1,790,280 ",0,66.84,2.875,126.1454667,7.951,
14,"17, Sep, 10","Friday, 17 September 2010"," $1,953,540 ",0,66.55,2.706,182.622509,8.743,
15,"17, Sep, 10","Friday, 17 September 2010"," $583,211 ",0,57.94,2.846,132.7670667,8.099,
16,"17, Sep, 10","Friday, 17 September 2010"," $522,050 ",0,56.55,2.8,190.4688287,6.868,
17,"17, Sep, 10","Friday, 17 September 2010"," $871,264 ",0,58.53,2.875,126.1454667,6.697,
18,"17, Sep, 10","Friday, 17 September 2010"," $997,998 ",0,60.94,2.716,132.7670667,9.342,
19,"17, Sep, 10","Friday, 17 September 2010"," $1,386,789 ",0,58.68,2.846,132.7670667,8.099,
20,"17, Sep, 10","Friday, 17 September 2010"," $1,948,360 ",0,65.28,2.706,204.7513279,7.527,
21,"17, Sep, 10","Friday, 17 September 2010"," $684,341 ",0,83.03,2.582,211.1806415,8.099,
22,"17, Sep, 10","Friday, 17 September 2010"," $918,286 ",0,62.49,2.716,136.6338071,8.433,
23,"17, Sep, 10","Friday, 17 September 2010"," $1,159,133 ",0,55.3,2.716,132.7670667,5.326,
24,"17, Sep, 10","Friday, 17 September 2010"," $1,273,295 ",0,60.31,2.846,132.7670667,8.117,
25,"17, Sep, 10","Friday, 17 September 2010"," $628,990 ",0,60.13,2.706,204.7513279,7.527,
26,"17, Sep, 10","Friday, 17 September 2010"," $923,474 ",0,50.08,2.716,132.7670667,8.445,
27,"17, Sep, 10","Friday, 17 September 2010"," $1,629,978 ",0,64.5,2.846,136.6338071,7.982,
28,"17, Sep, 10","Friday, 17 September 2010"," $1,159,812 ",0,82.45,3.028,126.1454667,14.18,
29,"17, Sep, 10","Friday, 17 September 2010"," $463,753 ",0,62.49,2.716,132.7670667,10.409,
30,"17, Sep, 10","Friday, 17 September 2010"," $462,058 ",0,83.03,2.582,211.1806415,8.099,
31,"17, Sep, 10","Friday, 17 September 2010"," $1,294,105 ",0,83.03,2.582,211.1806415,8.099,
32,"17, Sep, 10","Friday, 17 September 2010"," $1,043,962 ",0,67.17,2.8,190.4688287,9.017,
33,"17, Sep, 10","Friday, 17 September 2010"," $246,277 ",0,89.43,3.028,126.1454667,9.495,
34,"17, Sep, 10","Friday, 17 September 2010"," $885,445 ",0,70.71,2.594,126.1454667,9.816,
35,"17, Sep, 10","Friday, 17 September 2010"," $831,444 ",0,64.5,2.706,136.6338071,8.861,
36,"17, Sep, 10","Friday, 17 September 2010"," $454,694 ",0,82.1,2.55,210.2924504,8.36,
37,"17, Sep, 10","Friday, 17 September 2010"," $501,251 ",0,82.1,2.582,210.2924504,8.36,
38,"17, Sep, 10","Friday, 17 September 2010"," $336,253 ",0,82.45,3.028,126.1454667,14.18,
39,"17, Sep, 10","Friday, 17 September 2010"," $1,252,915 ",0,81.83,2.582,210.2924504,8.36,
40,"17, Sep, 10","Friday, 17 September 2010"," $855,047 ",0,55.34,2.716,132.7670667,5.326,
41,"17, Sep, 10","Friday, 17 September 2010"," $1,111,171 ",0,62.4,2.8,190.4688287,7.335,
42,"17, Sep, 10","Friday, 17 September 2010"," $536,872 ",0,85.52,3.028,126.1454667,9.199,
43,"17, Sep, 10","Friday, 17 September 2010"," $725,043 ",0,78.86,2.582,203.4499286,9.816,
44,"17, Sep, 10","Friday, 17 September 2010"," $279,364 ",0,66.84,2.875,126.1454667,7.804,
45,"17, Sep, 10","Friday, 17 September 2010"," $716,988 ",0,66.55,2.706,182.622509,8.743,
1,"10, Sep, 10","Friday, 10 September 2010"," $1,507,461 ",1,78.69,2.565,211.4951902,7.787,
2,"10, Sep, 10","Friday, 10 September 2010"," $1,839,129 ",1,79.09,2.565,211.1532104,8.099,
3,"10, Sep, 10","Friday, 10 September 2010"," $352,261 ",1,80.84,2.565,214.8065431,7.346,
4,"10, Sep, 10","Friday, 10 September 2010"," $1,865,821 ",1,73.54,2.574,126.1145806,7.372,
5,"10, Sep, 10","Friday, 10 September 2010"," $306,533 ",1,79.86,2.565,212.0499271,6.496,
6,"10, Sep, 10","Friday, 10 September 2010"," $1,424,225 ",1,78.78,2.565,213.013312,6.973,
7,"10, Sep, 10","Friday, 10 September 2010"," $535,769 ",1,48.5,2.78,190.3958293,9.017,
8,"10, Sep, 10","Friday, 10 September 2010"," $831,425 ",1,74.34,2.565,214.8528728,6.315,
9,"10, Sep, 10","Friday, 10 September 2010"," $484,835 ",1,77.7,2.565,215.0359315,6.442,
10,"10, Sep, 10","Friday, 10 September 2010"," $1,720,530 ",1,84.04,2.961,126.1145806,9.199,
11,"10, Sep, 10","Friday, 10 September 2010"," $1,231,428 ",1,81.93,2.565,214.8065431,7.346,
12,"10, Sep, 10","Friday, 10 September 2010"," $903,119 ",1,83.63,3.044,126.1145806,14.18,
13,"10, Sep, 10","Friday, 10 September 2010"," $1,772,144 ",1,65.74,2.87,126.1145806,7.951,
14,"10, Sep, 10","Friday, 10 September 2010"," $2,191,768 ",1,70.87,2.699,182.598178,8.743,
15,"10, Sep, 10","Friday, 10 September 2010"," $641,965 ",1,62.36,2.837,132.7564516,8.099,
16,"10, Sep, 10","Friday, 10 September 2010"," $537,519 ",1,57.24,2.78,190.3958293,6.868,
17,"10, Sep, 10","Friday, 10 September 2010"," $1,200,888 ",1,56.28,2.87,126.1145806,6.697,
18,"10, Sep, 10","Friday, 10 September 2010"," $1,011,201 ",1,67.09,2.717,132.7564516,9.342,
19,"10, Sep, 10","Friday, 10 September 2010"," $1,591,453 ",1,63.36,2.837,132.7564516,8.099,
20,"10, Sep, 10","Friday, 10 September 2010"," $2,014,955 ",1,65.02,2.699,204.7266827,7.527,
21,"10, Sep, 10","Friday, 10 September 2010"," $674,056 ",1,79.3,2.565,211.1532104,8.099,
22,"10, Sep, 10","Friday, 10 September 2010"," $924,174 ",1,68.6,2.717,136.6212085,8.433,
23,"10, Sep, 10","Friday, 10 September 2010"," $1,272,843 ",1,63.21,2.717,132.7564516,5.326,
24,"10, Sep, 10","Friday, 10 September 2010"," $1,474,499 ",1,67.11,2.837,132.7564516,8.117,
25,"10, Sep, 10","Friday, 10 September 2010"," $655,812 ",1,61.14,2.699,204.7266827,7.527,
26,"10, Sep, 10","Friday, 10 September 2010"," $1,042,226 ",1,54.82,2.717,132.7564516,8.445,
27,"10, Sep, 10","Friday, 10 September 2010"," $1,913,495 ",1,70.38,2.837,136.6212085,7.982,
28,"10, Sep, 10","Friday, 10 September 2010"," $1,246,062 ",1,83.63,3.044,126.1145806,14.18,
29,"10, Sep, 10","Friday, 10 September 2010"," $491,290 ",1,68.6,2.717,132.7564516,10.409,
30,"10, Sep, 10","Friday, 10 September 2010"," $455,163 ",1,79.3,2.565,211.1532104,8.099,
31,"10, Sep, 10","Friday, 10 September 2010"," $1,308,179 ",1,79.3,2.565,211.1532104,8.099,
32,"10, Sep, 10","Friday, 10 September 2010"," $1,028,635 ",1,68.44,2.78,190.3958293,9.017,
33,"10, Sep, 10","Friday, 10 September 2010"," $272,835 ",1,91.77,2.961,126.1145806,9.495,
34,"10, Sep, 10","Friday, 10 September 2010"," $932,241 ",1,72.61,2.574,126.1145806,9.816,
35,"10, Sep, 10","Friday, 10 September 2010"," $961,686 ",1,70.38,2.699,136.6212085,8.861,
36,"10, Sep, 10","Friday, 10 September 2010"," $434,471 ",1,80.58,2.513,210.2641156,8.36,
37,"10, Sep, 10","Friday, 10 September 2010"," $510,296 ",1,80.58,2.565,210.2641156,8.36,
38,"10, Sep, 10","Friday, 10 September 2010"," $336,228 ",1,83.63,3.044,126.1145806,14.18,
39,"10, Sep, 10","Friday, 10 September 2010"," $1,279,666 ",1,79.94,2.565,210.2641156,8.36,
40,"10, Sep, 10","Friday, 10 September 2010"," $967,311 ",1,62.75,2.717,132.7564516,5.326,
41,"10, Sep, 10","Friday, 10 September 2010"," $1,172,672 ",1,63.3,2.78,190.3958293,7.335,
42,"10, Sep, 10","Friday, 10 September 2010"," $589,091 ",1,84.04,2.961,126.1145806,9.199,
43,"10, Sep, 10","Friday, 10 September 2010"," $722,120 ",1,81.32,2.565,203.4214677,9.816,
44,"10, Sep, 10","Friday, 10 September 2010"," $283,455 ",1,65.74,2.87,126.1145806,7.804,
45,"10, Sep, 10","Friday, 10 September 2010"," $721,460 ",1,70.87,2.699,182.598178,8.743,
1,"03, Sep, 10","Friday, 3 September 2010"," $1,540,164 ",0,81.21,2.577,211.5312479,7.787,
2,"03, Sep, 10","Friday, 3 September 2010"," $1,904,608 ",0,81.83,2.577,211.1886931,8.099,
3,"03, Sep, 10","Friday, 3 September 2010"," $366,474 ",0,84.16,2.577,214.8481685,7.346,
4,"03, Sep, 10","Friday, 3 September 2010"," $1,935,858 ",0,76.8,2.584,126.1019355,7.372,
5,"03, Sep, 10","Friday, 3 September 2010"," $323,798 ",0,84.06,2.577,212.0869176,6.496,
6,"03, Sep, 10","Friday, 3 September 2010"," $1,510,925 ",0,82.15,2.577,213.0519222,6.973,
7,"03, Sep, 10","Friday, 3 September 2010"," $532,765 ",0,49.84,2.773,190.3621607,9.017,
8,"03, Sep, 10","Friday, 3 September 2010"," $899,036 ",0,76.14,2.577,214.894576,6.315,
9,"03, Sep, 10","Friday, 3 September 2010"," $511,049 ",0,82.47,2.577,215.0779426,6.442,
10,"03, Sep, 10","Friday, 3 September 2010"," $1,766,331 ",0,83.8,3.087,126.1019355,9.199,
11,"03, Sep, 10","Friday, 3 September 2010"," $1,303,914 ",0,84.94,2.577,214.8481685,7.346,
12,"03, Sep, 10","Friday, 3 September 2010"," $1,075,759 ",0,83.12,3.087,126.1019355,14.18,
13,"03, Sep, 10","Friday, 3 September 2010"," $1,911,853 ",0,65.71,2.868,126.1019355,7.951,
14,"03, Sep, 10","Friday, 3 September 2010"," $2,182,564 ",0,78.37,2.715,182.6042922,8.743,
15,"03, Sep, 10","Friday, 3 September 2010"," $638,647 ",0,73.17,2.86,132.7248387,8.099,
16,"03, Sep, 10","Friday, 3 September 2010"," $542,088 ",0,58.02,2.773,190.3621607,6.868,
17,"03, Sep, 10","Friday, 3 September 2010"," $834,374 ",0,57.86,2.868,126.1019355,6.697,
18,"03, Sep, 10","Friday, 3 September 2010"," $1,187,360 ",0,75.42,2.735,132.7248387,9.342,
19,"03, Sep, 10","Friday, 3 September 2010"," $1,623,520 ",0,74.69,2.86,132.7248387,8.099,
20,"03, Sep, 10","Friday, 3 September 2010"," $2,121,561 ",0,75.5,2.715,204.7583566,7.527,
21,"03, Sep, 10","Friday, 3 September 2010"," $727,773 ",0,82.57,2.577,211.1886931,8.099,
22,"03, Sep, 10","Friday, 3 September 2010"," $1,074,536 ",0,75.85,2.735,136.5891118,8.433,
23,"03, Sep, 10","Friday, 3 September 2010"," $1,405,119 ",0,72.91,2.735,132.7248387,5.326,
24,"03, Sep, 10","Friday, 3 September 2010"," $1,366,382 ",0,73.52,2.86,132.7248387,8.117,
25,"03, Sep, 10","Friday, 3 September 2010"," $685,700 ",0,71.17,2.715,204.7583566,7.527,
26,"03, Sep, 10","Friday, 3 September 2010"," $1,037,550 ",0,66.93,2.735,132.7248387,8.445,
27,"03, Sep, 10","Friday, 3 September 2010"," $1,908,111 ",0,78.52,2.86,136.5891118,7.982,
28,"03, Sep, 10","Friday, 3 September 2010"," $1,523,411 ",0,83.12,3.087,126.1019355,14.18,
29,"03, Sep, 10","Friday, 3 September 2010"," $579,272 ",0,75.85,2.735,132.7248387,10.409,
30,"03, Sep, 10","Friday, 3 September 2010"," $461,549 ",0,82.57,2.577,211.1886931,8.099,
31,"03, Sep, 10","Friday, 3 September 2010"," $1,302,047 ",0,82.57,2.577,211.1886931,8.099,
32,"03, Sep, 10","Friday, 3 September 2010"," $1,095,933 ",0,70.2,2.773,190.3621607,9.017,
33,"03, Sep, 10","Friday, 3 September 2010"," $237,406 ",0,90.82,3.087,126.1019355,9.495,
34,"03, Sep, 10","Friday, 3 September 2010"," $964,357 ",0,72.59,2.584,126.1019355,9.816,
35,"03, Sep, 10","Friday, 3 September 2010"," $948,661 ",0,78.52,2.715,136.5891118,8.861,
36,"03, Sep, 10","Friday, 3 September 2010"," $431,294 ",0,82.29,2.533,210.2966631,8.36,
37,"03, Sep, 10","Friday, 3 September 2010"," $510,428 ",0,82.29,2.577,210.2966631,8.36,
38,"03, Sep, 10","Friday, 3 September 2010"," $377,097 ",0,83.12,3.087,126.1019355,14.18,
39,"03, Sep, 10","Friday, 3 September 2010"," $1,345,168 ",0,82.13,2.577,210.2966631,8.36,
40,"03, Sep, 10","Friday, 3 September 2010"," $976,453 ",0,70.66,2.735,132.7248387,5.326,
41,"03, Sep, 10","Friday, 3 September 2010"," $1,223,356 ",0,64.13,2.773,190.3621607,7.335,
42,"03, Sep, 10","Friday, 3 September 2010"," $524,658 ",0,83.8,3.087,126.1019355,9.199,
43,"03, Sep, 10","Friday, 3 September 2010"," $689,327 ",0,80.43,2.577,203.4507258,9.816,
44,"03, Sep, 10","Friday, 3 September 2010"," $295,880 ",0,65.71,2.868,126.1019355,7.804,
45,"03, Sep, 10","Friday, 3 September 2010"," $790,145 ",0,78.37,2.715,182.6042922,8.743,
1,"27, Aug, 10","Friday, 27 August 2010"," $1,449,143 ",0,85.22,2.619,211.5673056,7.787,
2,"27, Aug, 10","Friday, 27 August 2010"," $1,863,840 ",0,87.12,2.619,211.2241759,8.099,
3,"27, Aug, 10","Friday, 27 August 2010"," $362,134 ",0,86.15,2.619,214.8897938,7.346,
4,"27, Aug, 10","Friday, 27 August 2010"," $1,848,404 ",0,74.44,2.621,126.0892903,7.372,
5,"27, Aug, 10","Friday, 27 August 2010"," $288,520 ",0,87.05,2.619,212.123908,6.496,
6,"27, Aug, 10","Friday, 27 August 2010"," $1,450,766 ",0,85.71,2.619,213.0905324,6.973,
7,"27, Aug, 10","Friday, 27 August 2010"," $554,309 ",0,57.57,2.731,190.3284922,9.017,
8,"27, Aug, 10","Friday, 27 August 2010"," $888,817 ",0,74.92,2.619,214.9362793,6.315,
9,"27, Aug, 10","Friday, 27 August 2010"," $506,790 ",0,84.01,2.619,215.1199536,6.442,
10,"27, Aug, 10","Friday, 27 August 2010"," $1,727,565 ",0,84.99,3.022,126.0892903,9.199,
11,"27, Aug, 10","Friday, 27 August 2010"," $1,311,263 ",0,87.7,2.619,214.8897938,7.346,
12,"27, Aug, 10","Friday, 27 August 2010"," $1,004,516 ",0,93.19,3.129,126.0892903,14.18,
13,"27, Aug, 10","Friday, 27 August 2010"," $1,908,278 ",0,75.31,2.854,126.0892903,7.951,
14,"27, Aug, 10","Friday, 27 August 2010"," $2,020,332 ",0,71.36,2.755,182.6104063,8.743,
15,"27, Aug, 10","Friday, 27 August 2010"," $649,791 ",0,65.07,2.885,132.6932258,8.099,
16,"27, Aug, 10","Friday, 27 August 2010"," $581,011 ",0,65.66,2.731,190.3284922,6.868,
17,"27, Aug, 10","Friday, 27 August 2010"," $802,584 ",0,65.03,2.854,126.0892903,6.697,
18,"27, Aug, 10","Friday, 27 August 2010"," $1,214,303 ",0,67.05,2.77,132.6932258,9.342,
19,"27, Aug, 10","Friday, 27 August 2010"," $1,557,888 ",0,66.4,2.885,132.6932258,8.099,
20,"27, Aug, 10","Friday, 27 August 2010"," $1,946,370 ",0,70.51,2.755,204.7900305,7.527,
21,"27, Aug, 10","Friday, 27 August 2010"," $855,883 ",0,86.2,2.619,211.2241759,8.099,
22,"27, Aug, 10","Friday, 27 August 2010"," $1,081,421 ",0,68.99,2.77,136.557015,8.433,
23,"27, Aug, 10","Friday, 27 August 2010"," $1,584,623 ",0,63.25,2.77,132.6932258,5.326,
24,"27, Aug, 10","Friday, 27 August 2010"," $1,350,059 ",0,67,2.885,132.6932258,8.117,
25,"27, Aug, 10","Friday, 27 August 2010"," $711,462 ",0,67.15,2.755,204.7900305,7.527,
26,"27, Aug, 10","Friday, 27 August 2010"," $977,323 ",0,57.23,2.77,132.6932258,8.445,
27,"27, Aug, 10","Friday, 27 August 2010"," $1,870,684 ",0,70.31,2.885,136.557015,7.982,
28,"27, Aug, 10","Friday, 27 August 2010"," $1,191,586 ",0,93.19,3.129,126.0892903,14.18,
29,"27, Aug, 10","Friday, 27 August 2010"," $545,766 ",0,68.99,2.77,132.6932258,10.409,
30,"27, Aug, 10","Friday, 27 August 2010"," $443,811 ",0,86.2,2.619,211.2241759,8.099,
31,"27, Aug, 10","Friday, 27 August 2010"," $1,326,622 ",0,86.2,2.619,211.2241759,8.099,
32,"27, Aug, 10","Friday, 27 August 2010"," $1,140,501 ",0,74.95,2.731,190.3284922,9.017,
33,"27, Aug, 10","Friday, 27 August 2010"," $224,031 ",0,94,3.022,126.0892903,9.495,
34,"27, Aug, 10","Friday, 27 August 2010"," $855,421 ",0,72.87,2.621,126.0892903,9.816,
35,"27, Aug, 10","Friday, 27 August 2010"," $917,693 ",0,70.31,2.755,136.557015,8.861,
36,"27, Aug, 10","Friday, 27 August 2010"," $412,051 ",0,84.62,2.562,210.3292106,8.36,
37,"27, Aug, 10","Friday, 27 August 2010"," $512,157 ",0,84.62,2.619,210.3292106,8.36,
38,"27, Aug, 10","Friday, 27 August 2010"," $322,869 ",0,93.19,3.129,126.0892903,14.18,
39,"27, Aug, 10","Friday, 27 August 2010"," $1,417,516 ",0,84.31,2.619,210.3292106,8.36,
40,"27, Aug, 10","Friday, 27 August 2010"," $922,328 ",0,62.57,2.77,132.6932258,5.326,
41,"27, Aug, 10","Friday, 27 August 2010"," $1,173,132 ",0,70.59,2.731,190.3284922,7.335,
42,"27, Aug, 10","Friday, 27 August 2010"," $465,994 ",0,84.99,3.022,126.0892903,9.199,
43,"27, Aug, 10","Friday, 27 August 2010"," $655,285 ",0,80.32,2.619,203.4799839,9.816,
44,"27, Aug, 10","Friday, 27 August 2010"," $293,155 ",0,75.31,2.854,126.0892903,7.804,
45,"27, Aug, 10","Friday, 27 August 2010"," $721,744 ",0,71.36,2.755,182.6104063,8.743,
1,"20, Aug, 10","Friday, 20 August 2010"," $1,513,080 ",0,86.65,2.664,211.6033633,7.787,
2,"20, Aug, 10","Friday, 20 August 2010"," $1,964,335 ",0,88.7,2.664,211.2596586,8.099,
3,"20, Aug, 10","Friday, 20 August 2010"," $351,728 ",0,88.02,2.664,214.9314191,7.346,
4,"20, Aug, 10","Friday, 20 August 2010"," $1,997,181 ",0,78.83,2.671,126.0766452,7.372,
5,"20, Aug, 10","Friday, 20 August 2010"," $287,205 ",0,87.71,2.664,212.1608984,6.496,
6,"20, Aug, 10","Friday, 20 August 2010"," $1,539,931 ",0,87.36,2.664,213.1291427,6.973,
7,"20, Aug, 10","Friday, 20 August 2010"," $582,353 ",0,59.59,2.732,190.2948237,9.017,
8,"20, Aug, 10","Friday, 20 August 2010"," $870,676 ",0,79.36,2.664,214.9779825,6.315,
9,"20, Aug, 10","Friday, 20 August 2010"," $499,325 ",0,86.3,2.664,215.1619646,6.442,
10,"20, Aug, 10","Friday, 20 August 2010"," $1,983,191 ",0,89.88,3.041,126.0766452,9.199,
11,"20, Aug, 10","Friday, 20 August 2010"," $1,430,192 ",0,88.93,2.664,214.9314191,7.346,
12,"20, Aug, 10","Friday, 20 August 2010"," $948,447 ",0,92.81,3.041,126.0766452,14.18,
13,"20, Aug, 10","Friday, 20 August 2010"," $1,997,398 ",0,76.34,2.85,126.0766452,7.951,
14,"20, Aug, 10","Friday, 20 August 2010"," $2,057,138 ",0,76.01,2.779,182.6165205,8.743,
15,"20, Aug, 10","Friday, 20 August 2010"," $637,090 ",0,71.1,2.913,132.6616129,8.099,
16,"20, Aug, 10","Friday, 20 August 2010"," $521,517 ",0,63.59,2.732,190.2948237,6.868,
17,"20, Aug, 10","Friday, 20 August 2010"," $783,930 ",0,67.04,2.85,126.0766452,6.697,
18,"20, Aug, 10","Friday, 20 August 2010"," $1,141,861 ",0,71.76,2.796,132.6616129,9.342,
19,"20, Aug, 10","Friday, 20 August 2010"," $1,419,383 ",0,72.22,2.913,132.6616129,8.099,
20,"20, Aug, 10","Friday, 20 August 2010"," $1,975,375 ",0,75.34,2.779,204.8217044,7.527,
21,"20, Aug, 10","Friday, 20 August 2010"," $848,873 ",0,89.58,2.664,211.2596586,8.099,
22,"20, Aug, 10","Friday, 20 August 2010"," $1,017,045 ",0,73.21,2.796,136.5249182,8.433,
23,"20, Aug, 10","Friday, 20 August 2010"," $1,439,901 ",0,68.65,2.796,132.6616129,5.326,
24,"20, Aug, 10","Friday, 20 August 2010"," $1,375,308 ",0,72.17,2.913,132.6616129,8.117,
25,"20, Aug, 10","Friday, 20 August 2010"," $724,500 ",0,71.81,2.779,204.8217044,7.527,
26,"20, Aug, 10","Friday, 20 August 2010"," $1,007,385 ",0,62.68,2.796,132.6616129,8.445,
27,"20, Aug, 10","Friday, 20 August 2010"," $1,936,878 ",0,75.16,2.913,136.5249182,7.982,
28,"20, Aug, 10","Friday, 20 August 2010"," $1,195,898 ",0,92.81,3.041,126.0766452,14.18,
29,"20, Aug, 10","Friday, 20 August 2010"," $531,640 ",0,73.21,2.796,132.6616129,10.409,
30,"20, Aug, 10","Friday, 20 August 2010"," $447,140 ",0,89.58,2.664,211.2596586,8.099,
31,"20, Aug, 10","Friday, 20 August 2010"," $1,376,571 ",0,89.58,2.664,211.2596586,8.099,
32,"20, Aug, 10","Friday, 20 August 2010"," $1,189,888 ",0,71.46,2.732,190.2948237,9.017,
33,"20, Aug, 10","Friday, 20 August 2010"," $230,519 ",0,96.46,3.041,126.0766452,9.495,
34,"20, Aug, 10","Friday, 20 August 2010"," $985,153 ",0,76.45,2.671,126.0766452,9.816,
35,"20, Aug, 10","Friday, 20 August 2010"," $1,033,720 ",0,75.16,2.779,136.5249182,8.861,
36,"20, Aug, 10","Friday, 20 August 2010"," $437,950 ",0,85.54,2.604,210.3617581,8.36,
37,"20, Aug, 10","Friday, 20 August 2010"," $486,931 ",0,85.54,2.664,210.3617581,8.36,
38,"20, Aug, 10","Friday, 20 August 2010"," $329,140 ",0,92.81,3.041,126.0766452,14.18,
39,"20, Aug, 10","Friday, 20 August 2010"," $1,471,817 ",0,85.73,2.664,210.3617581,8.36,
40,"20, Aug, 10","Friday, 20 August 2010"," $932,397 ",0,67.05,2.796,132.6616129,5.326,
41,"20, Aug, 10","Friday, 20 August 2010"," $1,353,838 ",0,66.19,2.732,190.2948237,7.335,
42,"20, Aug, 10","Friday, 20 August 2010"," $500,946 ",0,89.88,3.041,126.0766452,9.199,
43,"20, Aug, 10","Friday, 20 August 2010"," $712,869 ",0,85.26,2.664,203.5092419,9.816,
44,"20, Aug, 10","Friday, 20 August 2010"," $284,741 ",0,76.34,2.85,126.0766452,7.804,
45,"20, Aug, 10","Friday, 20 August 2010"," $708,568 ",0,76.01,2.779,182.6165205,8.743,
1,"13, Aug, 10","Friday, 13 August 2010"," $1,508,238 ",0,87,2.692,211.6394211,7.787,
2,"13, Aug, 10","Friday, 13 August 2010"," $1,895,601 ",0,89.05,2.692,211.2951413,8.099,
3,"13, Aug, 10","Friday, 13 August 2010"," $339,597 ",0,86.74,2.692,214.9730444,7.346,
